Name,Address,Contributor,Tags,Business Hours,Tel,Mail,website,Description,Business Type,Latitude and Longitude;;;;;
"Xavier Donck & Partners Architecten CVBA,""Witte Kaproenenstraat 20, 9800 - Deinze, Oost-Vlaanderen, Belgium"",Arthur Donck,""services, Building & Architecture"",8:30 till 12:30 - 13:30 till 18:00,#ERROR!,x.donck@xdpa.be,www.xavierdonck.com,We are an architecture office operating in the housing business but mainly interested in good quality Architecture.,Service,""50.98772520000001,3.5443588""";;;;;
"FABWORKS,""75 E 4th Street, New York"",Eric Ho,""retail, art, makerspace, coworking"",""10-10.30, Mon-Fri";" 10-7pm, Sat-Sun"",551-482-7795,info@madeinles.org,http://www.madeinLES.org,""miLES opens underused storefronts to new possibilities, with classes, events, co-working, and short-term space rentals. We work with residents, artists, businesses and landlords in the Lower East Side of New York to identify, program and fill underused spaces and turn them into vibrant community hubs for working, learning, connecting, and starting up new projects."",Makerspace,""40.7265988,-73.99025569999999""";;;;
"/usr/lib,""520 E Fremont St Las Vegas, NV 89101 USA"",Mark Gorman,""electronics, coworking, miscellaneous, library"",Monday – Friday (7AM – 12AM) / Saturday (9AM – 12AM) / Sunday (9AM – 5PM),,,http://usrlib.org/,""/usr/lib is a community technology library, coworking hangout and meetup venue located in downtown Las Vegas on the second floor of the Emergency Arts building. To use our facilities, you'll need to apply to become a member and wait for your card to be printed (usually takes a few days). Membership costs $25 per year."",Service,""36.1689485,-115.1396775""";;;;;
"wework labs (soho),""175 Varick St, New York, NY 10014"",Noah Coad,coworking,,,,http://weworklabs.com/,Co-working in Manhattan,Service,""40.7275169,-74.0057193""";;;;;
"Micro Center,""8000 East Quincy Avenue, Denver, CO 80237"",Paul,""electronics, retail, services, tools, miscellaneous, hardware"",Mon - Sat: 10am to 9pm. Sun: 11am - 6pm,(303) 302-8500,,www.microcenter.com,""Sells computer systems and components for PC and Apple. Networking devices, cables, tools, books, software, printers, cameras, and much more. Repair services."",Store,""39.6375224,-104.8980444""";;;;;
"Casa de Oficios,""Alfredo Rioseco 290, Santiago, Chile"",Teresa Diaz,services,,,info@casadeoficios.cl,www.casadeoficios.cl,,Makerspace,""-33.4425457,-70.6272421""";;;;;
"Happylab,""Haussteinstraße 4/2 1020 Wien, Austria"",Horst JENS,""electronics, makerspace, coworking, laser cutting, 3D printing, hardware"",0-24,#ERROR!,happylab@innoc.at,http://www.happylab.at/,""hackerspace /makerspace with a wide range of tools to share: 3d printer, lasercutter, electronic parts, computers. monthly subscription for members regualar special tours/events for kids"",Hackerspace,""48.2280823,16.4001661""";;;;;
"Realize,""32 rue du métal, 1060 Saint-Gilles, Belgium"",Gilles Pinault,""services, fabrication, makerspace, coworking, tools, laser cutting, 3D printing"",Wedneday 19-22h Sunday 16-19h,(+32) 479-593228,info@realizeBxl.be,www.realizeBxl.be,""A shared workshop, with traditionnal and digital (laser,3d printer) tools."",Hackerspace,""50.8305857,4.3496383""";;;;;
"Cobretti - Graphic Designers,""Mechelsesteenweg 249, Lier, Belgium"",Chris Alpaerts,""services, Graphic Design"",08:30 AM - 05:00 PM,0032 (0)3 489 31 88,studio@cobretti.be,www.cobretti.be,""Cobretti Draws and Designs Build a graphic design for your campaign or product? That is where we come in. Logos, packaging, stationary, websites, manuals. Draw, design, photograph. Bring it on. You could not have imagined it. We could."",Service,""51.12283679999999,4.546780099999999""";;;;;
"Théâtre de Namur,""Place du Théâtre 2, 5000 Namur, Belgium"",web.theatredenamur,art,,0032 81 226 026,billetterie@theatredenamur.be,http://www.theatredenamur.be,,Service,""50.4645508,4.867997799999999""";;;;;
"Fablab Grenoble,""1 place Saint Laurent, Grenoble, France"",Jean-michel Molenaar,""electronics, fabrication, art, pcb, makerspace, plastic, machining, coworking, tools, wood, laser cutting, 3D printing, paint, hardware"",9h - 12h / 13h30 - 17h30,476448880,fablab@ccsti-grenoble.org,fablab.ccsti-grenoble.org,Viens Fabriquer! -Decoupeuse laser -Decoupeuse Vinylle - 2 imprimantes 3D - petit fraiseuse numerique - Shopbot (grand fraiseuse numerique),Makerspace,""45.19762799999999,5.7321366""";;;;;
"Long Beach Maker Society,""1250 Bellflower Blvd, Long Beach, CA 90840"",Fred,""pcb, makerspace, coworking, tools, 3D printing"",8AM - 11PM,(562) 666-2537,info@lbmakersociety.org,http://lbmakersociety.org,""Long Beach Maker Society is a student-run organization that offers the community the unique ability to work on cutting edge projects that will prepare them for today's technologies. We currently have over 50 active students, staff, and community members involved in projects that represent the electrical, computer engineering and science, mechanical, aerospace, and industrial design departments at CSULB."",Makerspace,""33.7826047,-118.1223788""";;;;;
"OmniCorp Detroit,""1501 East Division, Detroit, MI, US"",M,""makerspace, tools"",,,info@omnicorpdetroit.com,http://omnicorpdetroit.com/blog/,""OmniCorpDetroit is an intense group of designers, artists, engineers, musicians, thinkers, do-ers and makers that get together to build new things as well as share and collaborate within the Detroit community. In general, we’re making, breaking, reshaping and hacking all sorts of things!"",Hackerspace,""42.3479816,-83.0394183""";;;;;
"Sudo Room,""2141 Broadway, Oakland, CA"",fitzsnaggle,""electronics, services, fabrication, art, fabric / textiles, makerspace, machining, labware, coworking, tools, metal, wood, 3D printing, hardware"",7:00 am to 11 pm,,sudo-discuss@lists.sudoroom.org,sudoroom.org,""Great place for classes, socializing, and hacking in Downtown Oakland. Entrance is on 22nd St. Open most waking hours and some late nights."",Hackerspace,""37.810869,-122.267554""";;;;;
"Open Space Aarhus,""Bryggervej 30, 8240 Aarhus, denmark"",Robotto,""electronics, pcb, makerspace, tools, wood, laser cutting, 3D printing, hardware"",Tuesdays 15:00-23:00,(+45)23860845,info@osaa.dk,osaa.dk,273 square meters in the old cantina of a derelict school in northern Aarhus.,Hackerspace,""56.186039,10.210797""";;;;;
"Cranky Pressman,""150 Penn Avenue, Salem, OH 44460"",Jamie Berger,""services, art, Letterpress Printing"",8:00 am to 4:30 pm,330-337-3341,keith@crankypressman.com,www.crankypressman.com,This is not some cute boutique. We offer full letterpress production for creative professionals.,Service,""40.9004981,-80.8525208""";;;;;
"John Morrison Architect,""203 West Travis, Suite 5, La Grange, Texas, USA"",John Morrison,""services, art"",""all-day, all-the-time"",(979) 968-4999,hello@johnmorrisonarchitect.com,www.johnmorrisonarchitect.com,Professional architectural services.,Service,""29.9049805,-96.8778095""";;;;;
"timeless.,""Woestestraat 2, 8755 Ruiselede, Belgium"",De Winter Kris,Interior Architect,,#ERROR!,hello@timelessbvba.be,www.timelessbvba.be,,Service,""51.0735638,3.3839929""";;;;;
"Work in Progress: 4th Street Workplace,""117 N 4th Street Las Vegas, Las Vegas 89101 USA"",Mark Gorman,""services, coworking"",,(702) 534-3804,shout@workinprogress.lv,http://www.workinprogress.lv/a/location/4th-street-workspace/,""The 4th Street Workspace is a combination of shared and Resident desks and dedicated resident desks with a comfy gathering room in the back. It is located adjacent to SYN Shop, The Las Vegas Hackerspace. It is open exclusively to Nomads and 4th Street Resident Members."",Service,""36.1703635,-115.1414392""";;;;;
"Fortin Ironworks - Iron X Handrails,""944 West Fifth Avenue, Columbus, Ohio U.S.A"",Joe VanGundy,""supplier, retail, services, fabrication, art, machining, tools, metal, laser cutting, miscellaneous, hardware"",8-4:430,6142914342,fortin@fortinironworks.com,www.fortinironworks.com,Iron and metal fabricating services. Very DIY friendly,Store,""39.989129,-83.031173""";;;;;
"wework labs (fidi),""222 Broadway, New York, NY 10038"",Noah Coad,coworking,,,,http://weworklabs.com/,Co-working in the financial district of Manhattan,Service,""40.7114283,-74.0085555""";;;;;
"CrashBang Labs,""2431 8th Avenue Regina, Saskatchewan, Canada S4R 5J7"",David Gerhard,""electronics, services, art, makerspace, coworking, tools, laser cutting, 3D printing"",5:00PM - 10:00PM weekdays,,,http://crashbanglabs.org/,""CrashBang Labs is a member-supported community of makers, with members gaining access to the tools and community in the makerspace, as well as monthly events like pumpkin hacking for halloween, 3d-printing and lasercutting workshops, and project demo days."",Makerspace,""50.4566318,-104.6155666""";;;;;
"FabLab Neuch,FabLab Neuch Place de la Gare 4 CH-2002 Neuchâtel Switzerland,Xavier Alexandre,""fabrication, art, makerspace, plastic, machining, tools, wood, laser cutting, 3D printing"",,,xav.alexandre@facebook.com,http://fablab-neuch.ch/,,Makerspace,""46.99297929999999,6.931932499999999""";;;;;
"Brew and Grow,""3625 N. Kedzie, Chicago, IL 60618"",Doctor Tecate,""supplier, services, tools, homebrew"",11/07/00-1,(773) 463-7430,,www.brewandgrow.com,""At Brew & Grow, we've been providing home gardeners and home brewers the equipment and knowledge they need for decades. We pride ourselves in staffing knowledgeable people to help you with the ins and outs in these two highly specialized hobbies. Stop by one of our many stores for a large array of equipment and supplies, or pick up our catalog. We have convenient retail locations all around the greater Chicagoland area and Wisconsin. Each store carries extensive stock of brewing supplies and indoor gardening equipment. For the home brewer we carry hops, dozens of grain varieties, yeasts for lagers and ales, brewing equipment, and brewing kits. For the indoor horticulturalist, we have lighting equipment, fertilizers & additives, irrigation systems, testing equipment, and pest control solutions. Our expert brewers and gardeners are here to provide you with the tools and knowledge you need to be successful with indoor gardening and home brewing."",Store,""41.9475559,-87.7077085""";;;;;
"Baltimore hackerspace,""6410 Landay Ave, Rosedale, MD 21237"",Jordan,""makerspace, laser cutting, 3D printing"",""wednesday nights to all, 24/7 to memebers"",,info@harfordhackerspace.org,http://baltimorehackerspace.com/,its a hackerspace with lots of tools and about 20-30 guys and girls working on various projects,Hackerspace,""39.3039653,-76.5362792""";;;;;
"eHawaii.gov,""201 Merchant St, Suite 1805, Honolulu, HI 96813"",Russell Castagnaro,services,7:30 AM - 4:30 PM,808-695-4620,info@ehawaii.gov,https://hic.ehawaii.gov,State of hawaii portal provider,Service,""21.3073642,-157.8614814""";;;;;
"Hackerspace Brisbane,""217 MacArthur Ave, Eagle Farm, Brisbane, Queensland, Australia"",Buzz,""electronics, art, pcb, makerspace, machining, coworking, tools, metal, wood, laser cutting, 3D printing, miscellaneous, Awesome"",""24x7 for members,Visitors Nite is Tuesdays."",,contact@hsbne.org,http://www.hsbne.org,""HSBNE Inc is Australia's first Hackerspace, and one of the physically biggest in the world. HSBNE allows people from all walks of life to come together to collaborate and build amazing things. We encourage innovation and small business as well as the tinkerer. A Hackerspace is a subscription workshop where members pool their tools and talents to work on physical projects. HSBNE currently has an emphasis on electronics, mechatronics and robotics, but hackers of all persuasions are welcome! We have people interested in: programming, linux, security, micro-controllers, arduinos, electronics, firmware, software, RC-flying (helis and planes), UAV's, cars, mechatronics, robotics, 3D printing, PCB-etching, metal-casting, woodworking, and more";" if it can be hacked, we like it. To get an idea of projects we're working on now, check out the News and Projects pages. We'd love you to come by and visit, we're open to the public every Tuesday from 5pm onwards. You can also check out the camera in…"",Hackerspace,""-27.4425582,153.0789248""";;;;
"Abel Electronics,""27201 Harper Avenue, Saint Clair Shores, MI 48081"",Paul Kerchen,""electronics, retail"",""M+R: 9AM - 7PM"; T, W, F: 9AM - 6PM;" Sat: 9AM - 5PM"",(586)777-8232,,http://www.abelelectronics.com,""Retail seller of electronic components"; equipment for video surveillance, home A/V, home theater, cabling;" and related tools."",Store,""42.4914177,-82.897513""";
"Circuit Specialists,""220 South Country Club Drive #2 Mesa, AZ 85210"",Nick,""supplier, distributor, electronics, retail, pcb, labware, tools, test equipment"",Monday to Friday from 8 am until 5 pm Mountain Standard Time.,800.528.1417,sales@circuitspecialists.com,https://www.circuitspecialists.com,""Circuit Specialists provides you with quality electronic equipment, components, and accessories at remarkably low prices. Simply smarter circuitry since '71."",Store,""33.410876,-111.840585""";;;;;
